L1	L2	D'	LOD	r^2	CIlow	CIhi	Dist	T-int
rs1862166	rs300213	0.133	0.2	0.007	0.01	0.37	48162	-
rs1862166	rs300214	0.009	0.0	0.0	0.0	0.51	48315	-
rs1862166	rs2161132	0.482	1.86	0.06	0.2	0.69	50248	-
rs1862166	rs6873695	0.386	3.07	0.116	0.21	0.53	58025	-
rs1862166	rs734442	0.243	0.68	0.025	0.04	0.46	58315	-
rs1862166	rs4869033	0.354	1.65	0.064	0.13	0.54	68255	-
rs1862166	rs10746556	0.295	1.47	0.053	0.1	0.47	95965	-
rs1862166	rs10515857	0.099	0.01	0.001	0.01	0.66	99103	-
rs1862166	rs17061586	0.572	2.24	0.081	0.27	0.77	101070	-
rs1862166	rs1363150	0.592	2.57	0.09	0.3	0.78	102447	-
rs1862166	rs13186063	0.148	0.14	0.004	0.01	0.44	115753	-
rs1862166	rs1025014	0.612	2.33	0.086	0.29	0.8	119088	-
rs1862166	rs9313968	0.246	1.03	0.042	0.06	0.42	121245	-
rs1862166	rs13172782	0.148	0.14	0.004	0.01	0.44	125230	-
rs1862166	rs4307107	0.206	0.79	0.035	0.04	0.37	130478	-
rs1862166	rs299304	0.572	2.24	0.081	0.27	0.77	135862	-
rs1862166	rs427056	0.1	0.07	0.002	0.0	0.41	138899	-
rs1862166	rs2069347	0.241	1.22	0.048	0.07	0.4	156335	-
rs1862166	rs2303076	0.129	0.09	0.003	0.01	0.45	176790	-
rs1862166	rs299287	0.392	2.21	0.082	0.18	0.56	182559	-
rs1862166	rs299284	0.416	1.02	0.035	0.11	0.66	185790	-
rs1862166	rs299283	0.392	2.21	0.082	0.18	0.56	185996	-
rs1862166	rs299290	0.373	1.61	0.065	0.14	0.56	191656	-
rs1862166	rs299295	0.356	1.32	0.061	0.11	0.55	198856	-
rs1862166	rs11748030	0.151	0.08	0.003	0.01	0.53	205553	-
rs1862166	rs4599554	0.357	1.07	0.04	0.1	0.58	208739	-
rs1862166	rs10038157	0.299	0.31	0.016	0.03	0.63	213926	-
rs1862166	rs10515861	0.176	0.26	0.011	0.01	0.43	219887	-
rs1862166	rs7722729	0.249	0.56	0.019	0.04	0.49	231576	-
rs1862166	rs17061797	0.138	0.09	0.003	0.01	0.48	233480	-
rs1862166	rs4869089	0.291	1.24	0.045	0.09	0.47	233548	-
rs1862166	rs7716203	0.212	0.99	0.036	0.05	0.37	237024	-
rs1862166	rs729352	0.135	0.28	0.011	0.01	0.33	238355	-
rs1862166	rs1496864	0.148	0.38	0.013	0.01	0.34	246767	-
rs1862166	rs7700282	0.263	0.46	0.017	0.03	0.53	247451	-
rs1862166	rs7722476	0.122	0.39	0.013	0.01	0.28	247601	-
rs1862166	rs4276433	0.038	0.03	0.001	-0.01	0.25	255408	-
rs1862166	rs919258	0.586	0.75	0.021	0.11	0.85	258896	-
rs1862166	rs297961	0.032	0.0	0.0	0.0	0.48	266292	-
rs1862166	rs17061883	0.343	0.58	0.014	0.06	0.64	267423	-
rs1862166	rs297966	0.586	0.75	0.021	0.11	0.85	268852	-
rs1862166	rs297968	0.02	0.01	0.0	-0.01	0.23	270155	-
rs1862166	rs10074453	0.044	0.02	0.001	0.0	0.32	270933	-
rs1862166	rs4301242	0.586	0.75	0.021	0.11	0.85	274095	-
rs1862166	rs12654614	0.416	0.8	0.019	0.09	0.7	274795	-
rs1862166	rs12657750	0.384	0.79	0.018	0.08	0.66	277364	-
rs1862166	rs177075	0.18	0.29	0.01	0.02	0.44	278753	-
rs1862166	rs2217265	0.082	0.16	0.006	0.0	0.25	279114	-
rs1862166	rs294598	0.183	0.29	0.009	0.02	0.44	280903	-
rs1862166	rs294597	0.008	0.0	0.0	0.0	0.35	281096	-
rs1862166	rs297951	0.112	0.34	0.012	0.01	0.27	283783	-
rs1862166	rs1433779	1.0	1.22	0.029	0.2	1.0	284203	-
rs1862166	rs294594	0.183	0.29	0.009	0.02	0.44	284711	-
rs1862166	rs985254	0.024	0.01	0.001	-0.01	0.21	286491	-
rs1862166	rs10037424	1.0	1.22	0.029	0.2	1.0	286750	-
rs1862166	rs294588	0.142	0.46	0.017	0.01	0.31	287655	-
rs1862166	rs294587	0.107	0.09	0.003	0.0	0.39	288198	-
rs1862166	rs6862542	0.097	0.09	0.003	0.0	0.35	297489	-
rs1862166	rs294580	0.093	0.15	0.006	0.0	0.29	303190	-
rs1862166	rs6876181	0.004	0.0	0.0	0.0	0.35	310475	-
rs1862166	rs1432655	0.236	0.74	0.031	0.04	0.43	317922	-
rs1862166	rs1433781	0.236	0.74	0.031	0.04	0.43	323149	-
rs1862166	rs17668553	0.511	0.47	0.021	0.07	0.83	327004	-
rs1862166	rs159199	0.053	0.03	0.001	0.0	0.32	330237	-
rs1862166	rs292410	0.017	0.01	0.0	-0.01	0.21	332525	-
rs1862166	rs6878378	0.117	0.08	0.004	0.01	0.44	335084	-
rs1862166	rs3849745	0.064	0.09	0.003	0.0	0.25	347741	-
rs1862166	rs6880977	0.064	0.09	0.003	0.0	0.25	348263	-
rs1862166	rs3910253	0.061	0.08	0.003	0.0	0.24	350392	-
rs1862166	rs10070913	0.007	0.0	0.0	0.0	0.54	352388	-
rs1862166	rs3910251	0.045	0.05	0.002	-0.01	0.22	355661	-
rs1862166	rs693845	0.045	0.05	0.002	-0.01	0.22	357082	-
rs1862166	rs158836	0.01	0.0	0.0	-0.01	0.27	358391	-
rs1862166	rs158842	0.061	0.08	0.003	0.0	0.25	362020	-
rs1862166	rs158845	0.044	0.04	0.002	-0.01	0.23	362738	-
rs1862166	rs166078	0.061	0.08	0.003	0.0	0.25	363496	-
rs1862166	rs149402	0.06	0.04	0.002	0.0	0.3	363715	-
rs1862166	rs566509	0.219	0.08	0.003	0.02	0.69	367839	-
rs1862166	rs158850	0.153	0.25	0.012	0.01	0.38	372672	-
rs1862166	rs6893725	0.132	0.06	0.002	0.01	0.52	373096	-
rs1862166	rs17062147	0.219	0.08	0.003	0.02	0.69	374169	-
rs1862166	rs158851	0.048	0.05	0.002	-0.01	0.23	374806	-
rs1862166	rs158829	0.384	0.4	0.02	0.05	0.71	378109	-
rs1862166	rs537788	0.03	0.01	0.0	0.0	0.31	378945	-
rs1862166	rs424217	0.102	0.11	0.006	0.0	0.34	386982	-
rs1862166	rs509502	0.055	0.04	0.002	0.0	0.29	387530	-
rs1862166	rs292404	0.384	0.4	0.02	0.05	0.71	389820	-
rs1862166	rs292406	0.069	0.05	0.003	0.0	0.32	391239	-
rs1862166	rs3133041	0.419	0.49	0.026	0.06	0.73	392566	-
rs1862166	rs558968	0.089	0.09	0.006	0.0	0.32	399218	-
rs1862166	rs10057965	0.295	0.41	0.019	0.04	0.59	408948	-
rs1862166	rs531314	0.037	0.0	0.0	0.01	0.59	413760	-
rs1862166	rs489835	0.119	0.15	0.006	0.0	0.36	415941	-
rs1862166	rs4869096	0.079	0.04	0.002	0.0	0.41	426191	-
rs1862166	rs516512	0.346	0.54	0.023	0.05	0.63	426775	-
rs1862166	rs520002	0.363	1.28	0.051	0.11	0.57	427119	-
rs1862166	rs13328108	0.196	0.06	0.003	0.02	0.68	428725	-
rs1862166	rs497083	0.248	1.11	0.045	0.07	0.41	429782	-
rs1862166	rs580015	0.166	0.43	0.017	0.02	0.36	433000	-
rs1862166	rs10515864	0.005	0.0	0.0	0.0	0.4	441995	-
rs1862166	rs17610788	0.314	0.54	0.024	0.05	0.58	454607	-
rs1862166	rs642305	0.298	1.4	0.057	0.1	0.47	455843	-
rs1862166	rs17538699	0.294	0.31	0.014	0.03	0.62	459273	-
rs2560370	rs2544955	0.848	2.3	0.083	0.39	0.96	1082	153.05
rs2560370	rs1154758	0.716	13.73	0.436	0.59	0.81	5860	-
rs2560370	rs13159031	0.096	0.01	0.001	0.01	0.66	8557	-
rs2560370	rs2964380	0.828	12.43	0.412	0.68	0.91	11564	-
rs2560370	rs2913578	0.533	1.02	0.046	0.13	0.78	16351	-
rs2560370	rs300206	0.787	1.38	0.051	0.24	0.94	21031	-
rs2560370	rs182462	0.667	12.05	0.414	0.54	0.76	21802	-
rs2560370	rs300209	0.749	12.55	0.398	0.61	0.85	23881	-
rs2560370	rs300218	0.677	8.55	0.308	0.52	0.79	25782	-
rs2560370	rs10515854	0.555	0.31	0.014	0.06	0.88	26699	-
rs2560370	rs982228	0.503	1.09	0.046	0.13	0.75	27848	-
rs2560370	rs12186371	0.527	0.83	0.019	0.11	0.8	37614	-
rs2560370	rs300237	0.359	0.47	0.012	0.05	0.67	38983	-
rs2560370	rs17061510	0.515	2.75	0.105	0.27	0.69	39881	-
rs2560370	rs300211	0.326	2.8	0.102	0.17	0.46	40761	-
rs2560370	rs2901732	0.659	1.24	0.027	0.19	0.88	41142	-
rs2560370	rs11742012	0.311	0.3	0.013	0.03	0.65	43161	-
rs2560370	rs300213	0.11	0.08	0.003	0.0	0.41	48032	-
rs2560370	rs300214	0.301	0.39	0.017	0.04	0.61	48185	-
rs2560370	rs2161132	0.559	1.66	0.053	0.21	0.77	50118	-
rs2560370	rs6873695	0.347	2.57	0.103	0.17	0.49	57895	-
rs2560370	rs734442	0.438	1.35	0.053	0.14	0.66	58185	-
rs2560370	rs4869033	0.303	0.75	0.031	0.06	0.53	68125	-
rs2560370	rs10746556	0.379	1.47	0.058	0.13	0.58	95835	-
rs2560370	rs10515857	0.392	0.27	0.019	0.04	0.75	98973	-
rs2560370	rs17061586	0.809	3.39	0.107	0.47	0.93	100940	-
rs2560370	rs1363150	0.819	3.7	0.114	0.5	0.94	102317	-
rs2560370	rs13186063	0.076	0.05	0.002	0.0	0.35	115623	-
rs2560370	rs1025014	0.786	2.78	0.094	0.41	0.92	118958	-
rs2560370	rs9313968	0.197	0.86	0.037	0.04	0.35	121115	-
rs2560370	rs13172782	0.076	0.05	0.002	0.0	0.35	125100	-
rs2560370	rs4307107	0.24	0.99	0.046	0.06	0.41	130348	-
rs2560370	rs299304	0.707	2.42	0.082	0.35	0.88	135732	-
rs2560370	rs427056	0.043	0.02	0.001	0.0	0.32	138769	-
rs2560370	rs2069347	0.236	1.06	0.044	0.06	0.4	156205	-
rs2560370	rs2303076	0.043	0.01	0.0	0.0	0.35	176660	-
rs2560370	rs299287	0.481	1.88	0.082	0.2	0.68	182429	-
rs2560370	rs299284	0.51	0.95	0.035	0.12	0.77	185660	-
rs2560370	rs299283	0.481	1.88	0.082	0.2	0.68	185866	-
rs2560370	rs299290	0.503	1.63	0.078	0.19	0.71	191526	-
rs2560370	rs299295	0.493	1.47	0.077	0.17	0.7	198726	-
rs2560370	rs11748030	0.148	0.11	0.005	0.01	0.48	205423	-
rs2560370	rs4599554	0.411	0.88	0.035	0.09	0.67	208609	-
rs2560370	rs10038157	0.545	0.48	0.035	0.07	0.84	213796	-
rs2560370	rs10515861	0.145	0.26	0.012	0.01	0.36	219757	-
rs2560370	rs7722729	0.218	0.28	0.01	0.02	0.51	231446	-
rs2560370	rs17061797	0.084	0.05	0.002	0.0	0.4	233350	-
rs2560370	rs4869089	0.216	0.93	0.038	0.05	0.38	233418	-
rs2560370	rs7716203	0.191	0.71	0.03	0.03	0.36	236894	-
rs2560370	rs729352	0.146	0.19	0.008	0.01	0.4	238225	-
rs2560370	rs1496864	0.222	0.56	0.02	0.03	0.44	246637	-
rs2560370	rs7700282	0.222	0.23	0.008	0.02	0.54	247321	-
rs2560370	rs7722476	0.121	0.29	0.011	0.01	0.3	247471	-
rs2560370	rs4276433	0.066	0.04	0.002	0.0	0.33	255278	-
rs2560370	rs919258	0.257	0.16	0.006	0.02	0.66	258766	-
rs2560370	rs297961	0.249	0.25	0.01	0.02	0.58	266162	-
rs2560370	rs17061883	0.529	0.84	0.022	0.11	0.8	267293	-
rs2560370	rs297966	0.257	0.16	0.006	0.02	0.66	268722	-
rs2560370	rs297968	0.035	0.01	0.0	0.0	0.3	270025	-
rs2560370	rs10074453	0.214	0.28	0.008	0.02	0.51	270803	-
rs2560370	rs4301242	0.257	0.16	0.006	0.02	0.66	273965	-
rs2560370	rs12654614	0.528	0.84	0.02	0.11	0.8	274665	-
rs2560370	rs12657750	0.564	1.04	0.026	0.14	0.81	277234	-
rs2560370	rs177075	0.166	0.17	0.006	0.01	0.47	278623	-
rs2560370	rs2217265	0.132	0.32	0.013	0.01	0.31	278984	-
rs2560370	rs294598	0.267	0.41	0.012	0.03	0.55	280773	-
rs2560370	rs294597	0.041	0.02	0.001	0.0	0.33	280966	-
rs2560370	rs297951	0.137	0.32	0.012	0.01	0.32	283653	-
rs2560370	rs1433779	0.422	0.13	0.008	0.04	0.86	284073	-
rs2560370	rs294594	0.267	0.41	0.012	0.03	0.55	284581	-
rs2560370	rs985254	0.076	0.1	0.004	0.0	0.28	286361	-
rs2560370	rs10037424	0.422	0.13	0.008	0.04	0.86	286620	-
rs2560370	rs294588	0.115	0.19	0.007	0.0	0.33	287525	-
rs2560370	rs294587	0.056	0.03	0.001	0.0	0.32	288068	-
rs2560370	rs6862542	0.026	0.01	0.0	-0.01	0.27	297359	-
rs2560370	rs294580	0.027	0.01	0.0	0.0	0.28	303060	-
rs2560370	rs6876181	0.013	0.0	0.0	0.0	0.32	310345	-
rs2560370	rs1432655	0.165	0.52	0.023	0.02	0.33	317792	-
rs2560370	rs1433781	0.165	0.52	0.023	0.02	0.33	323019	-
rs2560370	rs17668553	0.306	0.12	0.005	0.03	0.77	326874	-
rs2560370	rs159199	0.046	0.03	0.001	0.0	0.28	330107	-
rs2560370	rs292410	0.069	0.07	0.004	0.0	0.28	332395	-
rs2560370	rs6878378	0.154	0.08	0.004	0.01	0.54	334954	-
rs2560370	rs3849745	0.023	0.01	0.0	-0.01	0.27	347611	-
rs2560370	rs6880977	0.023	0.01	0.0	-0.01	0.27	348133	-
rs2560370	rs3910253	0.048	0.04	0.002	0.0	0.25	350262	-
rs2560370	rs10070913	0.133	0.04	0.002	0.01	0.58	352258	-
rs2560370	rs3910251	0.057	0.05	0.002	0.0	0.27	355531	-
rs2560370	rs693845	0.057	0.05	0.002	0.0	0.27	356952	-
rs2560370	rs158836	0.213	0.39	0.019	0.02	0.45	358261	-
rs2560370	rs158842	0.061	0.05	0.002	0.0	0.29	361890	-
rs2560370	rs158845	0.063	0.05	0.003	0.0	0.29	362608	-
rs2560370	rs166078	0.061	0.05	0.002	0.0	0.29	363366	-
rs2560370	rs149402	0.142	0.17	0.009	0.01	0.4	363585	-
rs2560370	rs566509	0.322	0.28	0.01	0.03	0.68	367709	-
rs2560370	rs158850	0.024	0.0	0.0	0.0	0.34	372542	-
rs2560370	rs6893725	0.157	0.12	0.005	0.01	0.49	372966	-
rs2560370	rs17062147	0.322	0.28	0.01	0.03	0.68	374039	-
rs2560370	rs158851	0.085	0.11	0.005	0.0	0.29	374676	-
rs2560370	rs158829	0.355	0.58	0.025	0.06	0.63	377979	-
rs2560370	rs537788	0.201	0.61	0.032	0.03	0.38	378815	-
rs2560370	rs424217	0.062	0.03	0.002	0.0	0.35	386852	-
rs2560370	rs509502	0.167	0.5	0.026	0.02	0.33	387400	-
rs2560370	rs292404	0.355	0.58	0.025	0.06	0.63	389690	-
rs2560370	rs292406	0.102	0.08	0.004	0.0	0.38	391109	-
rs2560370	rs3133041	0.33	0.55	0.024	0.05	0.61	392436	-
rs2560370	rs558968	0.196	0.68	0.036	0.03	0.36	399088	-
rs2560370	rs10057965	0.203	0.33	0.014	0.02	0.46	408818	-
rs2560370	rs531314	0.072	0.01	0.0	0.01	0.6	413630	-
rs2560370	rs489835	0.048	0.04	0.001	0.0	0.26	415811	-
rs2560370	rs4869096	0.003	0.0	0.0	0.0	0.46	426061	-
rs2560370	rs516512	0.173	0.21	0.009	0.01	0.45	426645	-
rs2560370	rs520002	0.241	0.87	0.034	0.05	0.43	426989	-
rs2560370	rs13328108	0.352	0.42	0.016	0.05	0.67	428595	-
rs2560370	rs497083	0.197	0.84	0.035	0.04	0.35	429652	-
rs2560370	rs580015	0.162	0.6	0.024	0.02	0.32	432870	-
rs2560370	rs10515864	0.008	0.0	0.0	0.0	0.49	441865	-
rs2560370	rs17610788	0.254	0.51	0.024	0.03	0.49	454477	-
rs2560370	rs642305	0.2	0.96	0.039	0.04	0.35	455713	-
rs2560370	rs17538699	0.246	0.35	0.015	0.03	0.53	459143	-
rs2544955	rs1154758	0.592	1.19	0.034	0.17	0.83	4778	124.41
rs2544955	rs13159031	0.34	1.23	0.069	0.1	0.58	7475	-
rs2544955	rs2964380	1.0	3.7	0.077	0.6	1.0	10482	-
rs2544955	rs2913578	1.0	0.88	0.021	0.14	0.99	15269	-
rs2544955	rs300206	0.936	14.21	0.638	0.76	0.99	19949	-
rs2544955	rs182462	0.575	0.65	0.035	0.09	0.85	20720	-
rs2544955	rs300209	0.642	1.06	0.033	0.16	0.87	22799	-
rs2544955	rs300218	1.0	3.91	0.086	0.61	1.0	24700	-
rs2544955	rs10515854	0.156	0.16	0.009	0.01	0.51	25617	-
rs2544955	rs982228	1.0	1.06	0.023	0.17	0.99	26766	-
rs2544955	rs12186371	0.187	0.47	0.021	0.02	0.44	36532	-
rs2544955	rs300237	0.085	0.14	0.006	0.0	0.3	37901	-
rs2544955	rs17061510	0.005	0.0	0.0	0.0	0.55	38799	-
rs2544955	rs300211	0.127	0.07	0.002	0.01	0.49	39679	-
rs2544955	rs2901732	0.216	0.58	0.026	0.03	0.47	40060	-
rs2544955	rs11742012	1.0	0.78	0.016	0.12	0.99	42079	-
rs2544955	rs300213	0.308	0.11	0.003	0.03	0.77	46950	-
rs2544955	rs300214	1.0	1.18	0.021	0.19	1.0	47103	-
rs2544955	rs2161132	0.309	0.06	0.002	0.03	0.84	49036	-
rs2544955	rs6873695	0.191	0.12	0.004	0.01	0.57	56813	-
rs2544955	rs734442	0.085	0.1	0.003	0.0	0.34	57103	-
rs2544955	rs4869033	0.654	0.59	0.019	0.09	0.9	67043	-
rs2544955	rs10746556	0.298	0.08	0.005	0.03	0.83	94753	-
rs2544955	rs10515857	1.0	0.36	0.015	0.07	0.98	97891	-
rs2544955	rs17061586	0.098	0.14	0.007	0.0	0.33	99858	-
rs2544955	rs1363150	0.087	0.11	0.005	0.0	0.32	101235	-
rs2544955	rs13186063	0.043	0.03	0.001	0.0	0.3	114541	-
rs2544955	rs1025014	0.021	0.01	0.0	-0.01	0.28	117876	-
rs2544955	rs9313968	0.133	0.06	0.002	0.01	0.52	120033	-
rs2544955	rs13172782	0.043	0.03	0.001	0.0	0.3	124018	-
rs2544955	rs4307107	0.01	0.0	0.0	0.0	0.42	129266	-
rs2544955	rs299304	0.056	0.0	0.0	0.03	0.93	134650	-
rs2544955	rs427056	0.035	0.02	0.001	0.0	0.29	137687	-
rs2544955	rs2069347	0.118	0.05	0.001	0.01	0.51	155123	-
rs2544955	rs2303076	0.067	0.07	0.002	0.0	0.31	175578	-
rs2544955	rs299287	1.0	0.57	0.046	0.09	0.98	181347	-
rs2544955	rs299284	0.494	0.07	0.004	0.04	0.96	184578	-
rs2544955	rs299283	1.0	0.57	0.046	0.09	0.98	184784	-
rs2544955	rs299290	0.68	0.2	0.018	0.05	0.97	190444	-
rs2544955	rs299295	0.226	0.04	0.002	0.02	0.82	197644	-
rs2544955	rs11748030	0.167	0.02	0.001	0.02	0.81	204341	-
rs2544955	rs4599554	0.345	0.09	0.003	0.03	0.84	207527	-
rs2544955	rs10038157	0.205	0.01	0.001	0.03	0.95	212714	-
rs2544955	rs10515861	0.015	0.0	0.0	0.0	0.34	218675	-
rs2544955	rs7722729	0.467	0.19	0.006	0.04	0.86	230364	-
rs2544955	rs17061797	0.011	0.0	0.0	-0.01	0.27	232268	-
rs2544955	rs4869089	0.222	0.16	0.008	0.02	0.59	232336	-
rs2544955	rs7716203	0.255	0.15	0.007	0.02	0.66	235812	-
rs2544955	rs729352	0.218	0.04	0.002	0.02	0.82	237143	-
rs2544955	rs1496864	0.042	0.01	0.001	0.0	0.38	245555	-
rs2544955	rs7700282	0.416	0.12	0.004	0.04	0.86	246239	-
rs2544955	rs7722476	0.132	0.03	0.002	0.01	0.62	246389	-
rs2544955	rs4276433	0.042	0.01	0.001	0.0	0.38	254196	-
rs2544955	rs919258	0.186	0.55	0.025	0.03	0.41	257684	-
rs2544955	rs297961	1.0	0.46	0.02	0.08	0.98	265080	-
rs2544955	rs17061883	0.027	0.01	0.001	0.0	0.3	266211	-
rs2544955	rs297966	0.186	0.55	0.025	0.03	0.41	267640	-
rs2544955	rs297968	0.03	0.01	0.0	0.0	0.37	268943	-
rs2544955	rs10074453	0.15	0.34	0.014	0.01	0.37	269721	-
rs2544955	rs4301242	0.186	0.55	0.025	0.03	0.41	272883	-
rs2544955	rs12654614	0.337	0.02	0.001	0.04	0.96	273583	-
rs2544955	rs12657750	0.009	0.0	0.0	-0.01	0.28	276152	-
rs2544955	rs177075	0.309	0.07	0.002	0.03	0.84	277541	-
rs2544955	rs2217265	0.123	0.05	0.002	0.01	0.52	277902	-
rs2544955	rs294598	0.024	0.01	0.0	-0.01	0.25	279691	-
rs2544955	rs294597	0.089	0.06	0.002	0.0	0.39	279884	-
rs2544955	rs297951	0.027	0.0	0.0	0.01	0.59	282571	-
rs2544955	rs1433779	0.326	0.8	0.037	0.07	0.63	282991	-
rs2544955	rs294594	0.024	0.01	0.0	-0.01	0.25	283499	-
rs2544955	rs985254	0.187	0.11	0.005	0.01	0.58	285279	-
rs2544955	rs10037424	0.326	0.8	0.037	0.07	0.63	285538	-
rs2544955	rs294588	0.293	0.16	0.006	0.03	0.71	286443	-
rs2544955	rs294587	0.078	0.05	0.002	0.0	0.39	286986	-
rs2544955	rs6862542	0.173	0.16	0.007	0.01	0.5	296277	-
rs2544955	rs294580	0.515	0.49	0.016	0.07	0.82	301978	-
rs2544955	rs6876181	0.067	0.03	0.001	0.0	0.39	309263	-
rs2544955	rs1432655	0.138	0.07	0.003	0.01	0.53	316710	-
rs2544955	rs1433781	0.138	0.07	0.003	0.01	0.53	321937	-
rs2544955	rs17668553	1.0	0.31	0.007	0.06	0.98	325792	-
rs2544955	rs159199	0.308	0.45	0.019	0.04	0.6	329025	-
rs2544955	rs292410	0.391	0.33	0.013	0.04	0.75	331313	-
rs2544955	rs6878378	0.142	0.01	0.0	0.03	0.94	333872	-
rs2544955	rs3849745	0.3	0.17	0.006	0.03	0.71	346529	-
rs2544955	rs6880977	0.3	0.17	0.006	0.03	0.71	347051	-
rs2544955	rs3910253	0.16	0.07	0.003	0.01	0.59	349180	-
rs2544955	rs10070913	0.083	0.11	0.006	0.0	0.3	351176	-
rs2544955	rs3910251	0.089	0.02	0.001	0.01	0.57	354449	-
rs2544955	rs693845	0.089	0.02	0.001	0.01	0.57	355870	-
rs2544955	rs158836	0.504	0.44	0.012	0.06	0.82	357179	-
rs2544955	rs158842	0.692	0.75	0.035	0.12	0.91	360808	-
rs2544955	rs158845	0.651	0.58	0.031	0.09	0.9	361526	-
rs2544955	rs166078	0.692	0.75	0.035	0.12	0.91	362284	-
rs2544955	rs149402	0.684	0.72	0.024	0.12	0.91	362503	-
rs2544955	rs566509	1.0	0.33	0.011	0.06	0.98	366627	-
rs2544955	rs158850	0.64	0.55	0.018	0.09	0.9	371460	-
rs2544955	rs6893725	0.475	0.08	0.005	0.04	0.96	371884	-
rs2544955	rs17062147	1.0	0.33	0.011	0.06	0.98	372957	-
rs2544955	rs158851	0.743	1.0	0.047	0.17	0.93	373594	-
rs2544955	rs158829	0.379	0.11	0.003	0.03	0.85	376897	-
rs2544955	rs537788	0.629	0.97	0.036	0.15	0.86	377733	-
rs2544955	rs424217	0.614	0.48	0.017	0.08	0.89	385770	-
rs2544955	rs509502	0.52	0.71	0.033	0.09	0.8	386318	-
rs2544955	rs292404	0.379	0.11	0.003	0.03	0.85	388608	-
rs2544955	rs292406	0.607	0.46	0.017	0.08	0.89	390027	-
rs2544955	rs3133041	0.309	0.07	0.002	0.03	0.84	391354	-
rs2544955	rs558968	0.52	0.71	0.033	0.09	0.8	398006	-
rs2544955	rs10057965	0.074	0.01	0.0	0.01	0.71	407736	-
rs2544955	rs531314	0.07	0.06	0.003	0.0	0.35	412548	-
rs2544955	rs489835	0.133	0.11	0.004	0.01	0.45	414729	-
rs2544955	rs4869096	0.638	0.14	0.009	0.05	0.96	424979	-
rs2544955	rs516512	0.101	0.14	0.004	0.0	0.34	425563	-
rs2544955	rs520002	0.124	0.11	0.003	0.01	0.43	425907	-
rs2544955	rs13328108	1.0	0.42	0.015	0.07	0.98	427513	-
rs2544955	rs497083	0.131	0.07	0.002	0.01	0.5	428570	-
rs2544955	rs580015	0.017	0.0	0.0	0.0	0.45	431788	-
rs2544955	rs10515864	0.056	0.0	0.0	0.03	0.93	440783	-
rs2544955	rs17610788	0.018	0.0	0.0	0.0	0.31	453395	-
rs2544955	rs642305	0.149	0.1	0.003	0.01	0.5	454631	-
rs2544955	rs17538699	0.019	0.0	0.0	0.02	0.79	458061	-
rs1154758	rs13159031	1.0	2.84	0.058	0.5	1.0	2697	146.06
rs1154758	rs2964380	0.87	12.17	0.388	0.72	0.95	5704	-
rs1154758	rs2913578	0.48	0.76	0.032	0.09	0.75	10491	-
rs1154758	rs300206	1.0	2.79	0.07	0.49	1.0	15171	-
rs1154758	rs182462	0.819	21.83	0.613	0.72	0.89	15942	-
rs1154758	rs300209	1.0	37.58	0.833	0.94	1.0	18021	-
rs1154758	rs300218	0.726	8.47	0.302	0.56	0.84	19922	-
rs1154758	rs10515854	1.0	1.47	0.034	0.25	1.0	20839	-
rs1154758	rs982228	0.324	0.4	0.016	0.04	0.64	21988	-
rs1154758	rs12186371	0.615	0.91	0.022	0.14	0.86	31754	-
rs1154758	rs300237	0.38	0.41	0.011	0.05	0.71	33123	-
rs1154758	rs17061510	0.324	1.02	0.035	0.08	0.54	34021	-
rs1154758	rs300211	0.305	2.25	0.077	0.14	0.45	34901	-
rs1154758	rs2901732	0.765	1.21	0.031	0.21	0.93	35282	-
rs1154758	rs11742012	0.159	0.08	0.003	0.01	0.56	37301	-
rs1154758	rs300213	0.281	0.5	0.017	0.04	0.55	42172	-
rs1154758	rs300214	0.026	0.0	0.0	0.0	0.43	42325	-
rs1154758	rs2161132	0.566	1.33	0.046	0.18	0.79	44258	-
rs1154758	rs6873695	0.28	1.58	0.057	0.1	0.44	52035	-
rs1154758	rs734442	0.227	0.32	0.012	0.02	0.5	52325	-
rs1154758	rs4869033	0.476	1.73	0.065	0.19	0.68	62265	-
rs1154758	rs10746556	0.58	3.39	0.116	0.33	0.75	89975	-
rs1154758	rs10515857	0.24	0.13	0.006	0.02	0.65	93113	-
rs1154758	rs17061586	0.901	4.34	0.113	0.58	0.98	95080	-
rs1154758	rs1363150	0.906	4.64	0.118	0.6	0.98	96457	-
rs1154758	rs13186063	0.268	0.72	0.026	0.05	0.49	109763	-
rs1154758	rs1025014	0.89	3.75	0.103	0.54	0.97	113098	-
rs1154758	rs9313968	0.222	0.98	0.04	0.05	0.38	115255	-
rs1154758	rs13172782	0.268	0.72	0.026	0.05	0.49	119240	-
rs1154758	rs4307107	0.286	1.3	0.055	0.09	0.46	124488	-
rs1154758	rs299304	0.799	3.16	0.089	0.45	0.93	129872	-
rs1154758	rs427056	0.234	0.57	0.021	0.03	0.46	132909	-
rs1154758	rs2069347	0.225	0.92	0.034	0.05	0.4	150345	-
rs1154758	rs2303076	0.201	0.35	0.012	0.02	0.45	170800	-
rs1154758	rs299287	0.572	2.81	0.099	0.3	0.75	176569	-
rs1154758	rs299284	0.639	1.59	0.047	0.23	0.85	179800	-
rs1154758	rs299283	0.572	2.81	0.099	0.3	0.75	180006	-
rs1154758	rs299290	0.622	2.76	0.102	0.33	0.8	185666	-
rs1154758	rs299295	0.615	2.55	0.102	0.31	0.79	192866	-
